1_name_lt;Beißender Frost
162203_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=spawn>Generiere</keyword> Den Wächter und platziere ihn oben auf dem gegnerischen Deck.
162204_fluff;Das sind nicht die Hände einer "Exzellenz", sondern die eines Bauern. Also reden wir von Bauer zu Bauer.
162204_name;Peter Saar Gwynleve
162204_tooltip;<keyword=deploy>Einsatz</keyword>: Stelle die Basisstärke einer Einheit wieder her.
162205_fluff;Magie ist das höchste Gut. Sie transzendiert jede Trennung und Grenze.
162205_name;Fringilla Vigo
162205_tooltip;<keyword=order>Befehl</keyword>: <keyword=reveal>Enthülle</keyword> eine zufällig gewählte Sonderkarte aus dem gegnerischen Deck. <keyword=spawn>Generiere</keyword> dann eine Kopie von ihr und spiele sie aus.
162206_fluff;Und Hände weg von dem Mädel! Wir sind alles, aber keine Barbaren.
162206_name;Sweers
162206_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\nErhöhe den von dieser Einheit zugefügten Schaden für jede von dir <keyword=reveal>enthüllte</keyword> Karte um {Damage2}.
162207_fluff;Für einen Feuermagier ist er ja nicht sehr ... zündend.
162207_name;Vanhemar
162207_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Zerstöre eine <keyword=lock>blockierte</keyword> gegnerische Einheit.
162208_fluff;Letho hat einen Plan ... was sollte da schiefgehen?
162208_name;Auckes
162208_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=lock>Blockiere</keyword> eine gegnerische Einheit.\nHast du Serrit auf der Hand, <keyword=lock>blockiere</keyword> alle Kopien der gegnerischen Einheit auf der gegnerischen Hand, im gegnerischen Deck und auf der gegnerischen Schlachtfeldseite.
162209_fluff;Wir tun, was wir tun müssen. Ich schäme mich deswegen nicht.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Wenn du Auckes auf der Hand hast, füge der Einheit stattdessen {Damage2} Schaden zu.
162210_fluff;Die Leute wollen ständig bezaubert werden. Mit Mystik und Finesse ist das kein Problem.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Spionage</keyword>.\n<keyword=deploy>Einsatz</keyword>: Spiele die oberste Karte aus dem gegnerischen Deck aus.
162211_fluff;Herzog de Wett führte die Verden-Gruppe so erbärmlich, dass selbst die Bezeichnung "unfähig" noch zu nett wäre.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Spionage</keyword>.\n<keyword=deploy>Einsatz</keyword>: Spiele die oberste Einheit ohne <keyword=spying>Spionage</keyword> aus deinem Deck aus und verbessere sie um {Boost}.
162212_fluff;"Da kommt sie", dachte er, "unsere Staatsraison." Die falsche Prinzessin, die falsche Königin von Cintra. Die falsche Herrscherin der Mündung des Yarra, und die Zukunft des Kaiserreichs.
162212_name;Falsche Ciri
162212_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verschiebe einen Gegner in die andere Reihe.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Zerstöre ein gegnerisches Artefakt.
162213_fluff;"Eure Kaiserliche Majestät ...", platzte der Seneschall heraus, dessen Anwesenheit bis dahin geflissentlich ingnoriert wurde. "Bitte vergebt mir, aber Cahir ... Mein Sohn ..."
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Einsatz</keyword>: Entferne alle Statuseffekte von allen Einheiten auf dem Schlachtfeld.
162301_fluff;Auf der Militärakademie Braibant lernt man einiges. Etwa, die Hymne zu rülpsen.
162301_name;Daerlan-Soldat
162301_tooltip;Wenn du diese Einheit <keyword=reveal>enthüllst</keyword>, <keyword=summon>rufe</keyword> eine Kopie von ihr aus deinem Deck in eine zufällig gewählte verbündete Reihe herbei.
162302_fluff;Sollen die Historiker entscheiden, ob das Verbreiten von Krankheiten in einer belagerten Stadt ethisch vertretbar ist oder nicht. Für uns zählt nur, ob es effektiv ist.
162302_name;Seuchen-Mangonel
162302_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=spawn>Generiere</keyword> einen Kuhkadaver und spiele ihn aus.
162303_fluff;Der Norden hat für uns keine Überraschungen auf Lager.
162303_name;Späher
162303_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=reveal>Enthülle</keyword> eine zufällig gewählte Einheit im gegnerischen Deck und verbessere diese Einheit um deren Stärke.
162304_fluff;Nun ja ... immerhin könntest du nicht toter sein.
162304_name;Experimentelles Antidot
162304_tooltip;Spiele eine Bronzeeinheit aus dem gegnerischen Friedhof aus.
162305_fluff;Ich ziele aufs Knie. Immer.
162305_name;Deithwen-Arbaleste
162305_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu und <keyword=reveal>enthülle</keyword> dann eine zufällig gewählte Einheit aus beiden Decks. Ist deine stärker, wiederhole die <keyword=deploy>Einsatz</keyword>-Fähigkeit.
162306_fluff;Ein schrecklich irreführender Name, lässt mich eher an ein fettes rotes Spinnentier denken als an eine technisch herausragende Massenzerstörungswaffe ...
162306_name;Feuerskorpion
162306_tooltip;<keyword=order>Befehl</keyword>, <keyword=ranged>Fernkampf</keyword>: Füge einer Einheit {Damage} Schaden zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nGib dieser Einheit {Charges2} <keyword=charge>Ladung</keyword>, wann immer du eine Taktikkarte ausspielst.
162307_fluff;Die Impera-Brigade ergibt sich niemals. Unter keinen Umständen.
162307_name;Impera-Brigade
162307_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=summon>Rufe</keyword> eine Kopie dieser Einheit aus deinem Deck in diese Reihe herbei.
162308_fluff;Die fanatische Leibwache des Kaisers kämpft bis zum bitteren Ende.
162308_name;Impera-Vollstrecker
162308_tooltip;<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nGib dieser Einheit {Charges2} <keyword=charge>Ladung</keyword>, wann immer du eine <keyword=spying>Spionage</keyword>-Einheit ausspielst.
162309_fluff;Der Kaiser wird den Norden Disziplin lehren.
162309_name;Nauzicaa-Feldwebel
162309_tooltip;Wann immer eine Einheit mit <keyword=deploy>Einsatz</keyword>-Fähigkeit ausgespielt wird, verbessere diese Einheit um {Boost}.
162310_fluff;Wir werden die Totenköpfe genannt. Möchtest du herausfinden, warum?
162310_name;Nauzicaa-Brigade
162310_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer verbesserten gegnerischen Einheit {Damage} Schaden zu.
162311_fluff;Gelobe unserem Kaiser Emhyr var Emreis Treue ... oder stirb.
162311_name;Alba-Pikenier
162311_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit Schaden in Höhe der Anzahl von Einheiten in der anderen Reihe zu.
162312_fluff;Tod und Ruhm!
162312_name;Alba-Speerträger
162312_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu. Erhöhe den Schaden für jeden benachbarten Soldaten um {Damage2}.
162313_fluff;Du willst einen unwiderlegbaren Beweis für die Entwicklung der Zivilisation? Nimm den Krieg. Mit jedem Krieg werden die Menschen besser darin, einander umzubringen.
162313_name;Sappeur
162313_tooltip;<keyword=deploy>Einsatz</keyword>: Kontrollierst du ein Artefakt, verbessere diese Einheit um {Boost}.
162314_fluff;Aber ... das ist doch keine Gerechtigkeit! Den Boten tötet man nicht!
162314_name;Emissär
162314_tooltip;<keyword=spying>Spionage</keyword>.\n<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}.
162315_fluff;Ein Spion? Nein, das wäre übertrieben. Ich würde mich eher als Beobachter bezeichnen.
162315_name;Kaiserliche Diplomatie
162315_tooltip;<keyword=create>Erschaffe</keyword> eine Bronzeeinheit aus der gegnerischen Fraktion und spiele sie aus.
162316_fluff;Zwei Unzen Calcium equum, eine Unze Rubedo ...
162316_name;Alchemist
162316_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Tausche die Stärke von {MaxTargets} verbündeten Einheiten.
162317_fluff;Dieses Modell hat sich auf das Schleudern von Leichen und Dung spezialisiert.
162317_name;Mangonel
162317_tooltip;Wann immer du eine Karte <keyword=reveal>enthüllst</keyword>, füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
162318_fluff;Die Söhne der Adelsgeschlechter, die aus der Stadt der goldenen Türme stammen, bilden als Elite das Rückgrat der Kaiserlichen Armee.
162318_name;Nilfgaard-Ritter
162318_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine gegnerische Einheit um {Boost}. Sind keine gegnerischen Einheiten vorhanden, zerstöre diese Einheit.
162401_fluff;Mit den Steinfäusten erledigt er bewaffnete Eindringlinge. Und mit seiner messerscharfen Logik entlarvt er Lügner.
162401_name;Der Wächter
162401_tooltip;Keine Fähigkeit.
162402_fluff;Ist es ein Vogel? Ist es ein Greif? Nein! Es ist ein ...
162402_name;Kuhkadaver
162402_tooltip;<keyword=spying>Spionage</keyword>. <keyword=doomed>Verdammt</keyword>.\nZerstöre nach einem Zug am Ende des Zugs diese Einheit und die Einheit links von ihr.
163101_fluff;In Nilfgaard gelten vertrauensselige Leute als aussterbende Spezies.
163101_name;Verrat
163101_tooltip;Zwinge eine gegnerische Einheit, ihren benachbarten Einheiten Schaden in Höhe ihrer eigenen Stärke zuzufügen.
163201_fluff;Viele glauben, die Macht des Kaiserreichs würde auf den Schultern seiner disziplinierten Armee und pflichtbewussten Magier ruhen. In Wahrheit beherrscht Nilfgaards Florin die ganze Welt.
163201_name;Bestechung
163201_tooltip;<keyword=create>Erschaffe</keyword> eine Einheit aus dem Startdeck deines Gegners und spiele sie aus.
2_name_lt;Dichter Nebel
2_tooltip_lt;Für {Counter} Züge zu Beginn des Zugs füge der stärksten Einheit in der Reihe {Damage} Schaden zu.
200008_fluff;Ein Magier, der Dutzende brillante Erfindungen gemacht hat. Das Genie einer Generation. Auf dem Kontinent allgemein bekannt als «der Depp mit der Schüssel».
200008_name;Petris Filter
200008_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere eine verbündete Einheit um {Boost} und gib ihr <keyword=zeal>Eifer</keyword>.
200018_fluff;Vicovaro-Gelehrte haben berechnet, dass die von der Dürre betroffenen Provinzen ohne die Hilfe des Kaiserreichs die Hälfte der Bevölkerung, zwei Drittel des Viehbestands und sämtlichen Willen zur Rebellion verlieren werden.
200018_name;Korathi-Hitzewelle
200018_tooltip;<keyword=banish>Verbanne</keyword> eine Einheit oder ein Artefakt.
200019_fluff;Wir sind nur die Schachfiguren im Spiel zweier alter Männer, ausgesandt, um für ihre senilen Launen zu kämpfen und zu sterben ...
200019_name;Marschbefehle
200019_tooltip;Spiele die schwächste Einheit aus deinem Deck aus.
200020_fluff;Wir können dich zum Reden bringen ... ob nun tot oder lebendig.
200020_name;Nekromantie
200020_tooltip;Spiele eine Bronzeeinheit aus deinem Friedhof aus und gib ihr <keyword=doomed>Verdammt</keyword>.
200022_fluff;Außerhalb der unseren gibt es viele Welten ... und mit dem nötigen Wissen kann man mit diesen Kontakt aufnehmen und Dinge beschwören, die über das Verständnis der Menschen hinausgehen.
200022_name;Beschwörungskreis
200022_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Spiele eine Einheit aus deinem Deck aus, deren Rekrutierungskosten maximal der Anzahl <keyword=charge>Ladungen</keyword> von Beschwörungskreis entspricht, und entferne dann alle <keyword=charge>Ladungen</keyword> von dieser Einheit.\n<keyword=charge>Ladungen</keyword>: {Charges2}.\nGib dieser Einheit jeden Zug zu Beginn des Zugs {Charges} <keyword=charge>Ladung</keyword>.
200023_fluff;"Bei Kontakt mit den Augen, diese sofort mit kaltem Wasser auswaschen, anschließend Testament aufsetzen."
200023_name;Krabbspinnengift
200023_tooltip;Füge einer Einheit {Damage} Schaden zu. Wenn sie zerstört wurde, füge ihren benachbarten Einheiten {Damage} Schaden zu.
200026_fluff;Hunderte von Jahren versuchte Avallac'h durch Züchtung, das Ältere Blut neu zu erschaffen – doch die so entstandenen Elfenkinder waren nur trübe Funken im Vergleich zur Flamme Laras.
200026_name;Wilde-Jagd-Führerin
200026_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}. Kontrollierst du die stärkste Einheit, verbessere die verbündete Einheit stattdessen um {Boost2}.
200028_fluff;Blut für Svalblod! Schädel für seinen Thron!
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Zerstöre eine beschädigte gegnerische Einheit.
200030_fluff;Der alte Baron hatte bei Wilderern keine Gnade gekannt. Zum Glück für Milaen war der alte Baron tot und seine Männer waren verzweifelte Vogelfreie.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Füge {MaxTargets} gegnerischen Einheiten {Damage2} Schaden zu.
200031_fluff;Er saß nur da und glotzte mich wortlos an. Seine Augen waren ... irgendwie fischig. Ohne Brauen, ohne Wimpern ... Solche wässrige Kügelchen, in jedem ein schwarzer Kern versenkt. Er starrte mich aus diesen Augen an und schwieg. Damit ängstigte er mich mehr als mit dem Schlagen.
200031_name;Leo Bonhart
200031_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Zerstöre eine gegnerische Einheit mit mindestens {Power} Stärke. \n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Zerstöre einen Hexer.
200032_fluff;Als Cintra fiel, folgte Attre und ließ den Verteidigern die Wahl: Akzeptiert die Herrschaft von Nilfgaard oder sterbt.
200032_name;Rainfarn var Attre
200032_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine gegnerische Einheit um {Boost} und verbessere dann diese Einheit um {Boost}.
200033_fluff;Den Adeptinnen wird jeder Wunsch erfüllt, und sie leben in Aretusa wie die Prinzessinnen. Dadurch ernähren sie jedoch die halbe Stadt: Schneiderinnen, Modistinnen, Konditoren, Botenjungen ...
200033_name;Aretusa-Adeptin
200033_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>, <keyword=ranged>Fernkampf</keyword>: Gib einer verbündeten Einheit {Charges} <keyword=charge>Ladung</keyword>.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200036_fluff;Denk an das Große Ganze?! Krieg ist größer als alles andere, egal ob gut, schlecht, oder was sich die Menschen sonst noch ausdenken!
200036_name;Drummond-Kriegsherr
200036_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>, <keyword=bloodthirst>Blutdurst</keyword> {Bloodthirst}: Zerstöre ein gegnerisches Artefakt.
200037_fluff;Starr nicht sein Auge an, er hasst das ...
200037_name;Zyklop
200037_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre eine benachbarte verbündete Einheit und füge einer gegnerischen Einheit Schaden in Höhe ihrer Stärke zu.
200038_fluff;Das einfache Volk erzählt sich, dass diese Pflanzen auf Boden aufknospen, welcher mit dem Blut der Sterbenden getränkt wurde. Deshalb gedeihen sie besonders gut an Schauplätzen von Pogromen, dunklen Ritualen oder bestialischen Morden.
200038_name;Archespore
200038_tooltip;<keyword=thrive>Gedeihen</keyword>.\n<keyword=deploy>Einsatz</keyword>: Füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu. \n<keyword=deathwish>Todeswunsch</keyword>: Wiederhole die <keyword=deploy>Einsatz</keyword>-Fähigkeit.
200039_fluff;Solange wir stehen, wird kein Mensch über die Wiesen von Dol Blathanna trampeln.
200039_name;Dol Blathanna Wache
200039_tooltip;<keyword=melee>Nahkampf</keyword>: Wann immer eine gegnerische Einheit in die andere Reihe verschoben wird, füge ihr {Damage} Schaden zu.\n<keyword=ranged>Fernkampf</keyword>: Wann immer eine verbündete Einheit in die andere Reihe verschoben wird, verbessere sie um {Boost}.
200040_fluff;Ahh, ich hab lange nicht mehr so gelacht, Nordling! Wirklich, Bastard, du kannst es nicht mal halten, geschweige denn mich damit aufschlitzen.
200040_name;An-Craite-Zweihänder
200040_tooltip;Erleidet eine gegnerische Einheit in der gegenüberliegenden Reihe Schaden, verbessere diese Einheit um {Boost}.
200041_fluff;Es gibt Besseres, um Städte zu erobern, aber nicht, um sie zu zerstören.
200041_name;Durchschuss-Dörte
200041_tooltip;<keyword=immune>Immun</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit für jeden Soldaten in dieser Reihe {Damage} Schaden zu .
200042_fluff;Die Jagd auf den schroffen Klippen von Mahakam ist alles andere als leicht ... aber abenteuerlustige Zwerge lassen sich dadurch nicht aufhalten.
200042_name;Mahakam-Brigant
200042_tooltip;<keyword=deploy>Einsatz</keyword>: Wurde diese Einheit bereits verbessert, gib ihr <keyword=resilient>Zähigkeit</keyword>.
200043_fluff;Einst war er Jarl von Clan Tordarroch. Jetzt ist er ein brabbelnder Irrer.
200043_name;Harald Hundeschnauze
200043_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=spawn>Generiere</keyword> {MaxTargets} von Haralds Freunden und <keyword=summon>rufe</keyword> sie in die andere verbündete Reihe herbei.\n<keyword=order>Befehl</keyword>: Füge einer verbündeten Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200044_fluff;Ich weiß, der Kaiser muss sein Land beschützen ... aber eine Garnison in diesem Dreckloch ist so nützlich wie ein Keuschheitsgürtel an einem Gruftweib.
200044_name;Division Magne
200044_tooltip;Verbessere diese Einheit jeden Zug am Ende des Zugs um {Boost}, wenn sie die einzige in dieser Reihe ist.
200046_fluff;Zu meiner Zeit hab ich viele Wunder erblickt, von denen kein Mensch zu träumen wagte, und Dinge getan, die kein Mensch je tun sollte.
