1_name_lt;Escarcha heladora
162302_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=spawn>genera</keyword> y juega una Vaca muerta.
162303_fluff;El Norte no tiene nada con lo que pueda sorprendernos.
162303_name;Ojeador
162303_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=reveal>revela</keyword> una unidad aleatoria de la baraja de tu rival y se potencia con su poder.
162304_fluff;Bueno... Al menos no puede matarte más de lo que estás...
162304_name;Remedio experimental
162304_tooltip;Juega una unidad de bronce del cementerio de tu rival.
162305_fluff;Yo siempre apunto a la rodilla.
162305_name;Arbalestero Deithwen
162305_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo y luego <keyword=reveal>revela</keyword> una unidad aleatoria de ambas barajas. Si la tuya tiene mayor poder, repite la habilidad de <keyword=deploy>despliegue</keyword>.
162306_fluff;El nombre es tremendamente engañoso, te hace pensar en un corpulento arácnido rojizo, no en un arma de destrucción masiva diseñada con un gusto exquisito.
162306_name;Escorpión de fuego
162306_tooltip;<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegas una carta táctica.
162307_fluff;La Brigada Impera nunca se rinde. Jamás.
162307_name;Brigada Impera
162307_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=summon>invoca</keyword> una copia de esta unidad de tu baraja a esta fila.
162308_fluff;Los fanáticos miembros del cuerpo de seguridad del emperador luchan hasta la muerte.
162308_name;Ejecutores de Impera
162308_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=charge>Cargas</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegas una unidad <keyword=spying>espía</keyword>.
162309_fluff;El emperador enseñará disciplina al Norte.
162309_name;Sargento de Nausicaa
162309_tooltip;Cada vez que se juega una unidad con <keyword=deploy>despliegue</keyword>, se potencia en {Boost}.
162310_fluff;Nos llaman las Cabezas de la Muerte. ¿Quieres saber por qué?
162310_name;Brigada Nausicaa
162310_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo potenciado.
162311_fluff;Jura lealtad a nuestro emperador, Emhyr var Emreis…, o muere.
162311_name;Piquero de Alba
162311_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige a un enemigo un daño igual al número de unidades que haya en su otra fila.
162312_fluff;¡Muerte y gloria!
162312_name;Lancero de Alba
162312_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. Aumenta el daño en {Damage2} por cada soldado adyacente.
162313_fluff;¿Quieres una prueba irrefutable de los avances de la civilización? Fíjate en la guerra. Los hombres cada vez son mejores matándose entre ellos.
162313_name;Ingeniero de combate
162313_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas un artefacto, se potencia en {Boost}.
162314_fluff;Pero… ¡pero eso no es justo! ¡No se mata al mensajero!
162314_name;Emisario
162314_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}.
162315_fluff;¿Un espía? No, eso es decir demasiado. Me considero más bien un observador.
162315_name;Diplomacia imperial
162315_tooltip;<keyword=create>Crea</keyword> y juega una unidad de bronce de la facción de tu rival.
162316_fluff;Dos onzas de calcio equino, una de rubedo…
162316_name;Alquimista
162316_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: intercambia el poder de {MaxTargets} aliados.
162317_fluff;Este modelo está especializado en arrojar cadáveres y estiércol fétido.
162317_name;Mangana
162317_tooltip;Cada vez que <keyword=reveal>revelas</keyword> una carta, inflige {Damage} de daño a un enemigo aleatorio.
162318_fluff;Hijos de casas nobles, nacidos en la Ciudad de las Torres de Oro, forman la columna vertebral de la élite del ejército imperial.
162318_name;Adalid nilfgaardiano
162318_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un enemigo en {Boost}. Si no hay unidades enemigas, se destruye.
162401_fluff;Puños de piedra para detener a los intrusos armados con espadas. Lógica incuestionable para detener a los armados con mentiras.
162401_name;Cancerbero
162401_tooltip;Ninguna habilidad.
162402_fluff;¿Es un pájaro? ¿Es un grifo? ¡No! Es una…
162402_name;Vaca muerta
162402_tooltip;<keyword=spying>Espía</keyword>. <keyword=doomed>Condenado</keyword>.\nTras 1 turno, al final del turno, destruye esta unidad y la unidad de su izquierda.
163101_fluff;En Nilfgaard, las personas confiadas se consideran una especie en peligro de extinción.
163101_name;Traición
163101_tooltip;Obliga a una unidad enemiga a infligir a las unidades adyacentes un daño igual a su poder.
163201_fluff;Muchos creen que el poder del imperio reside en su disciplinado ejército y sus diligentes hechiceros. En realidad, son los florines nilfgaardianos los que gobiernan el mundo.
163201_name;Soborno
163201_tooltip;<keyword=create>Crea</keyword> una unidad de la baraja inicial de tu rival y luego la juega.
2_name_lt;Niebla impenetrable
2_tooltip_lt;Durante {Counter} turnos, al comienzo del turno, inflige {Damage} de daño a la unidad superior de esta fila.
200008_fluff;Un mago responsable de decenas de invenciones brillantes. La mente más privilegiada de su generación. Conocido popularmente en el continente como «el tío del filtro».
200008_name;Filtro de Petri
200008_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: potencia a un aliado en {Boost} y le otorga <keyword=zeal>fervor</keyword>.
200018_fluff;Los eruditos de Vicovaro han determinado que, en ausencia de ayuda imperial, las provincias afectadas por la sequía pierden la mitad de su población, dos tercios de su ganado y todo el ánimo de rebelarse.
200018_name;Canícula korathi
200018_tooltip;<keyword=banish>Destierra</keyword> una unidad o un artefacto.
200019_fluff;Tan solo somos peones en un juego de viejos, enviados a luchar y morir por sus caprichos seniles...
200019_name;Órdenes de marchar
200019_tooltip;Juega la unidad inferior de tu baraja.
200020_fluff;Tenemos modos de hacerte hablar... vivo o muerto.
200020_name;Nigromancia
200020_tooltip;Juega una unidad de bronce de tu cementerio y la convierte en <keyword=doomed>condenada</keyword>.
200022_fluff;Existen muchas otras realidades aparte de la nuestra... Con el conocimiento apropiado, uno puede contactar con ellas e invocar a seres más allá del entendimiento humano.
200022_name;Círculo invocador
200022_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: juega una unidad de tu baraja cuyo coste de reclutamiento sea menor o igual a las <keyword=charge>cargas</keyword> de Círculo invocador, y luego elimina todas las <keyword=charge>cargas</keyword>.\n<keyword=charge>Cargas</keyword>: {Charges2}.\nCada turno, al comienzo del turno, obtiene {Charges} <keyword=charge>carga</keyword>.
200023_fluff;«Si la sustancia entra en contacto con los ojos, enjuáguelos inmediatamente con agua fría y comience a redactar su testamento».
200023_name;Veneno de arachas
200023_tooltip;Inflige {Damage} de daño a una unidad. Si la destruye, inflige {Damage} de daño a sus unidades adyacentes.
200026_fluff;Durante cientos de años, Avallac'h trató de recrear el gen de la vieja sangre a través del retrocruzamiento, pero los niños elfos nacidos de este proceso no fueron más que tenues chispas comparados con la llama de Lara.
200026_name;Cacería: Navegadora
200026_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a una unidad aliada en {Boost}. Si controlas a la unidad superior, la potencia en {Boost2} en su lugar.
200028_fluff;¡Sangre para Svalblod! ¡Cráneos para su trono!
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye a un enemigo dañado.
200030_fluff;El viejo barón trataba a los furtivos sin piedad. Por fortuna para Milaen, el viejo barón estaba muerto y sus hombres eran proscritos desesperados.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a {MaxTargets} enemigos.
200031_fluff;Estaba sentado y me miraba sin decir palabra. Tenía los ojos como... como de pez. Sin cejas, sin pestañas. Una especie de bolas acuosas, en cada una de las cuales había un núcleo negro. Clavaba en mí aquellos ojos y guardaba silencio. Aquello me daba más miedo que los golpes.
200031_name;Leo Bonhart
200031_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: destruye a un enemigo con {Power} de poder o más.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye a un brujo.
200032_fluff;Cuando Cintra cayó, Attre sucumbió después, dejando a sus defensores una sola elección: someterse al yugo nilfgaardiano o morir.
200032_name;Rainfarn de Attre
200032_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un enemigo en {Boost} y luego se potencia en {Boost}.
200033_fluff;Todos los caprichos de las adeptas son satisfechos. Viven como princesas en Aretuza. Y, a cambio, media ciudad se gana la vida gracias a ellas: costureras, sombrereros, confiteros, repartidores…
200033_name;Erudita de Aretuza
200033_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Charges} <keyword=charge>carga</keyword> a una unidad aliada.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200036_fluff;¡¿Piensas en un bien mayor?! ¡La guerra es el bien mayor, el mal mayor, cualquier maldita cosa mayor que se le pueda ocurrir al hombre!
200036_name;Belicista Drummond
200036_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>, <keyword=bloodthirst>sed de sangre</keyword> {Bloodthirst}: destruye un artefacto enemigo.
200037_fluff;No te quedes mirándole el ojo, no lo soporta...
200037_name;Cíclope
200037_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a una unidad aliada adyacente e inflige a un enemigo un daño igual a su poder.
200038_fluff;La cultura popular afirma que brotan del suelo empapado por la sangre de los moribundos. Así pues, florecen en tierras consagradas por pogromos, rituales oscuros o asesinatos brutales.
200038_name;Arquespor
200038_tooltip;<keyword=thrive>Medra</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo aleatorio.\n<keyword=deathwish>Sueño mortal</keyword>: repite la habilidad de <keyword=deploy>despliegue</keyword>.
200039_fluff;Mientras estemos en pie, ningún humano pisará las praderas de Dol Blathanna.
200039_name;Dol Blathanna: Guarda
200039_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada vez que un enemigo se mueve a la otra fila, le inflige {Damage} de daño.\n<keyword=ranged>A distancia</keyword>: cada vez que un aliado se mueve a la otra fila, lo potencia en {Boost}.
200040_fluff;¡Ja, no me hagas reír, norteño! Vaya, si no puedes siquiera blandir esta bastarda, ¿cómo vas a rajarme con ella?
200040_name;Espadón An Craite
200040_tooltip;Cada vez que un enemigo de la fila opuesta recibe daño, se potencia en {Boost}.
200041_fluff;No es ideal para tomar ciudades, pero sí para reducirlas a cenizas.
200041_name;Helge la Fornida
200041_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo por cada soldado que haya en esta fila.
200042_fluff;Cazar en los escarpados riscos de Mahakam no es tarea fácil..., pero los enanos no se arredran ante el peligro.
200042_name;Merodeador Mahakam
200042_tooltip;<keyword=deploy>Despliegue</keyword>: si esta unidad ya ha sido potenciada, obtiene <keyword=resilient>resistencia</keyword>.
200043_fluff;En su día orgulloso jarl del clan Tordarroch, ahora un chiflado refunfuñón.
200043_name;Harald Hocicodeperro
200043_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> {MaxTargets} Amigos de Harald y los <keyword=summon>invoca</keyword> a tu otra fila aliada.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a un aliado.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200044_fluff;Ya sé que el emperador defiende todos sus territorios..., pero una guarnición en este condenado agujero es como ponerle un cinturón de castidad a una bruja sepulcral.
200044_name;División Magne
200044_tooltip;Cada turno, al final del turno, se potencia en {Boost} si es la única carta de esta fila.
200046_fluff;En mis tiempos, he presenciado maravillas con las que el hombre nunca ha soñado, y he hecho cosas que ningún hombre debería hacer.
200046_name;Veterano Tuirseach
200046_tooltip;<keyword=deploy>Despliegue</keyword>: se inflige {Damage} de daño.
200048_fluff;Comparo sin cesar los logros de las eruditas de Aretuza con el trabajo realizado por los muchachos en Ban Ard, y mis conclusiones siempre fallan en favor de las chicas.
200048_name;Tutor de Ban Ard
200048_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost} por cada una de sus <keyword=charge>cargas</keyword>.
200049_fluff;No vas a abrirte, ¿eh? Entonces habrá que golpear más fuerte.
200049_name;Ariete
200049_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a un soldado, destruye un artefacto enemigo.
200050_fluff;El Gran Sol calentará el norte con sus rayos, ¡aunque para ello tenga que masacraros a todos!
200050_name;Vreemde
200050_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un soldado aliado y a todas sus copias en {Boost}.
200052_fluff;Hay quien dice que Golyat fue en su día un célebre caballero. Por desgracia, desató la ira de la Dama del Lago, que lo transformó en un monstruo.
200052_name;Golyat
200052_tooltip;<keyword=deathwish>Sueño mortal</keyword>: tu rival <keyword=summon>invoca</keyword> a la unidad inferior de su baraja en la fila opuesta.
200053_fluff;La figura creció de tamaño rápidamente, pulsando y latiendo, cambió su estructura y forma como si fuera una nube de humo que se arrastrara por el suelo. En las franjas de luz apareció un movimiento y una materia que se endurecía. Un momento más y en el centro del círculo mágico surgió de pronto una figura humana.
200053_name;Compresión
200053_tooltip;<keyword=lock>Bloquea</keyword> una unidad y restablece su poder base.
200055_fluff;Nadie, ni siquiera los vampiros superiores, conoce con exactitud la edad del Anciano Oculto. Lo único que saben es que nunca deben, bajo ninguna circunstancia, contravenir su voluntad.
200055_name;Anciano Oculto
200055_tooltip;<keyword=order>Orden</keyword>: activa la habilidad de <keyword=deathwish>sueño mortal</keyword> de un aliado.\nAl comienzo de la ronda, recarga esta habilidad.
200056_fluff;¿Alguna vez has oído hablar de un «anterion»? Imagínate lo contrario a un licántropo: una bestia que puede adoptar una forma humana.
