1_name_lt;Frio Congelante
162305_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo, depois <keyword=reveal>revela</keyword> uma unidade aleatória de ambos os baralhos. Se o poder da sua for maior, repete a habilidade de <keyword=deploy>Mobilização</keyword>.
162306_fluff;O nome é terrivelmente enganoso, nos leva a imaginar um grande aracnídeo vermelho, não uma arma de destruição em massa engenhosamente projetada...
162306_name;Escorpião de Fogo
162306_tooltip;<keyword=order>Ordem</keyword>, <keyword=ranged>Longa distância</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que você usa uma carta de tática.
162307_fluff;A Brigada Imperial nunca se rende. Nunca.
162307_name;Brigada Imperial
162307_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=summon>invoca</keyword> uma cópia desta unidade do seu baralho para esta fileira.
162308_fluff;Membros da fanática guarda do imperador lutam até o fim.
162308_name;Sentinela Imperial
162308_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=charge>Carga</keyword>: {Charges}.\nGanha {Charges2} de <keyword=charge>carga</keyword> sempre que você usar uma unidade de <keyword=spying>Espionagem</keyword>.
162309_fluff;O imperador vai ensinar disciplina ao Norte.
162309_name;Sargento Nauzicaa
162309_tooltip;Sempre que uma unidade com <keyword=deploy>Mobilização</keyword> é usada, reforça a si mesma em {Boost}.
162310_fluff;Chamam-nos de Cabeças da Morte. Quer descobrir por quê?
162310_name;Brigada Nauzicaa
162310_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo reforçado.
162311_fluff;Jure lealdade ao nosso imperador, Emhyr var Emreis... ou morra.
162311_name;Piqueiro Alba
162311_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa dano a um inimigo equivalente ao número de unidades na outra fileira dele.
162312_fluff;Morte e glória!
162312_name;Lanceiro Alba
162312_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo. Aumenta o dano em {Damage2} por soldado adjacente.
162313_fluff;Quer prova irrefutável do avanço da civilização? Olhe para a guerra. Cada uma traz meios melhores para matar os homens.
162313_name;Engenheiro Bélico
162313_tooltip;<keyword=deploy>Mobilização</keyword>: se você controla um artefato, reforça a si mesma em {Boost}.
162314_fluff;Mas... não há justiça nisso! Não se mata o mensageiro!
162314_name;Emissário
162314_tooltip;<keyword=spying>Espionagem</keyword>.\n<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}.
162315_fluff;Um espião? Não, isso é exagero. Eu me considero mais um observador.
162315_name;Diplomacia Imperial
162315_tooltip;<keyword=create>Cria</keyword> e usa uma unidade de bronze da facção do seu oponente.
162316_fluff;Duas onças de calcium equum, uma onça de rubedo...
162316_name;Iniciado
162316_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: troca o poder de {MaxTargets} aliados.
162317_fluff;Este modelo se especializa em lançar cadáveres e esterco recente.
162317_name;Manganela
162317_tooltip;Sempre que você <keyword=reveal>revela</keyword> uma carta, causa {Damage} de dano a um inimigo aleatório.
162318_fluff;Filhos de casas nobres, nascidos na Cidade de Torres Douradas, do pilar de elite do exército imperial.
162318_name;Nilfgaard: Cavaleiro
162318_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um inimigo em {Boost}. Se não há unidades inimigas, destrói a si mesma.
162401_fluff;Punho de pedra para impedir intrusos armados com espadas. Lógica de ferro para impedir aqueles armados com mentiras.
162401_name;O Guardião
162401_tooltip;Sem habilidade.
162402_fluff;É um pássaro? É um grifo? Não! É uma...
162402_name;Carcaça de Vaca
162402_tooltip;<keyword=spying>Espionagem</keyword>. <keyword=doomed>Condenado</keyword>.\nApós 1 turno, no fim do turno, destrói esta unidade e a unidade à esquerda dela.
163101_fluff;Em Nilfgaard, pessoas confiáveis são consideradas uma espécie em extinção.
163101_name;Traição
163101_tooltip;Força uma unidade inimiga a causar dano às unidades adjacentes equivalente ao seu próprio poder.
163201_fluff;Muitos acreditam que o poder do império está nos ombros de seu exército disciplinado e magos obedientes. Na verdade, o florim nilfgaardiano governa o mundo.
163201_name;Suborno
163201_tooltip;<keyword=create>Cria</keyword> uma unidade a partir do baralho inicial do seu oponente, depois a usa.
2_name_lt;Névoa Impenetrável
2_tooltip_lt;Por {Counter} turnos, no começo do turno, causa {Damage} de dano à unidade mais alta desta fileira.
200008_fluff;Um mago responsável por dúzias de invenções brilhantes. A mente de uma geração. Comumente referenciado no Continente como "aquele cara com o prato".
200008_name;Filtro de Petri
200008_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: reforça um aliado em {Boost} e concede <keyword=zeal>zelo</keyword> a ele.
200018_fluff;Estudiosos de Vicovaro determinaram que, na ausência de ajuda imperial, províncias assoladas pela seca perdem metade de sua população, dois terços de seu gado e toda a vontade de se rebelar.
200018_name;Korathi Chamardente
200018_tooltip;<keyword=banish>Bane</keyword> uma unidade ou artefato.
200019_fluff;Somos apenas peões em um jogo de velhos, enviados para lutar e morrer conforme seus caprichos senis...
200019_name;Ordens de Marcha
200019_tooltip;Usa a unidade mais baixa do seu baralho.
200020_fluff;Temos formas de fazer você falar... vivo ou morto.
200020_name;Necromancia
200020_tooltip;Usa uma unidade de bronze da sua pilha de descarte e concede <keyword=doomed>Condenado</keyword> a ela.
200022_fluff;Existem muitas realidades além da nossa... Com o conhecimento certo, é possível contatá-las e invocar seres além da compreensão humana.
200022_name;Círculo de Invocação
200022_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: usa uma unidade do seu baralho com custo de recrutamento igual ou menor à contagem de <keyword=charge>cargas</keyword> do Círculo de Invocação, depois remove todas as <keyword=charge>cargas</keyword>.\n<keyword=charge>Carga</keyword>: {Charges2}.\nA cada turno, no começo do turno, ganha {Charges} de <keyword=charge>carga</keyword>.
200023_fluff;"Em caso de contato com os olhos, enxágue imediatamente com água fria e comece a fazer seu testamento."
200023_name;Veneno de Aracna
200023_tooltip;Causa {Damage} de dano a uma unidade. Se ela for destruída, causa {Damage} de dano às unidades adjacentes.
200026_fluff;Por centenas de anos, Avallac'h tentou recriar o gene do Sangue Ancestral através de seleção e reprodução, mas os filhos élficos gerados dessa forma eram apenas faíscas comparados à chama de Lara.
200026_name;Caçada: Navegadora
200026_tooltip;<keyword=deploy>Mobilização</keyword>: reforça uma unidade aliada em {Boost}. Se você controla a unidade mais alta, reforça-a em {Boost2} em vez disso.
200028_fluff;Sangue para Svalblod! Caveiras para seu trono!
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói um inimigo danificado.
200030_fluff;O velho barão tratava caçadores sem misericórdia. Felizmente para Milaen, o velho barão estava morto e seus homens eram bandidos desesperados.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: causa {Damage2} de dano a {MaxTargets} inimigos.
200031_fluff;Ele apenas ficava sentado lá e me olhava sem dizer uma palavra. De alguma forma, seus olhos eram... como de peixes. Sem sobrancelhas nem cílios... Apenas bolhas com uma pedra negra mergulhada em cada uma delas. Ele me devorava com esses olhos em silêncio total. Isso me assustava mais do que as sovas.
200031_name;Leo Bonhart
200031_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: destrói um inimigo com {Power} de poder ou mais.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: destrói um bruxo.
200032_fluff;Quando Cintra caiu, Attre caiu logo depois, deixando uma escolha para seus defensores: aceitar a coleira de Nilfgaard ou morrer.
200032_name;Rainfarn de Attre
200032_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um inimigo em {Boost}, depois reforça a si mesma em {Boost}.
200033_fluff;As adeptas têm todos os seus caprichos atendidos. Elas vivem como princesas em Aretuza e, em troca, metade da cidade ganha a vida a seu serviço: costureiras, chapeleiros, artesões, confeiteiros, mensageiros...
200033_name;Adepta de Aretuza
200033_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>, <keyword=ranged>Longa distância</keyword>: concede {Charges} de <keyword=charge>carga</keyword> a uma unidade aliada.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200036_fluff;Qual é o bem maior?! A guerra é o bem maior, o mal maior, a maior maldição que um homem pode encontrar!
200036_name;Drummond: Belicista
200036_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>, <keyword=bloodthirst>Sede de Sangue</keyword> {Bloodthirst}: destrói um artefato inimigo.
200037_fluff;Não olhe para o olho dele, ele odeia isso...
200037_name;Ciclope
200037_tooltip;<keyword=deploy>Mobilização</keyword>: destrói uma unidade aliada adjacente e causa dano a um inimigo equivalente ao poder dela.
200038_fluff;O folclore afirma que elas brotam do solo irrigado pelo sangue dos moribundos. Por isso, elas florescem nos terrenos profanados pelos pogrons, rituais sombrios, ou assassinatos brutais.
200038_name;Arquespora
200038_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo aleatório.\n<keyword=deathwish>Desejo de Morte</keyword>: repete a habilidade de <keyword=deploy>Mobilização</keyword>.
200039_fluff;Enquanto estivermos de pé, nenhum pé humano pisoteará os campos de Dol Blathanna.
200039_name;Dol Blathanna: Guarda
200039_tooltip;<keyword=melee>Corpo a corpo</keyword>: sempre que um inimigo for movido para a outra fileira, ele sofre {Damage} de dano.\n<keyword=ranged>Longa distância</keyword>: sempre que um aliado for movido para outra fileira, é reforçado em {Boost}.
200040_fluff;Ahh, assim você me mata de rir, nortenho! Não consegue nem segurar a arma, quem dirá me acertar com ela.
200040_name;An Craite: Espada
200040_tooltip;Sempre que um inimigo na fileira oposta sofrer dano, reforça a si mesma em {Boost}.
200041_fluff;Não é o melhor para tomar cidades, mas serve bem para queimá-las por completo.
200041_name;Helge Pesado
200041_tooltip;<keyword=immune>Imune</keyword>.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo por cada soldado nesta fileira.
200042_fluff;Não é uma tarefa fácil caçar nos íngremes penhascos de Mahakam... mas quem disse que anões são avessos ao perigo?
200042_name;Saqueador de Mahakam
200042_tooltip;<keyword=deploy>Mobilização</keyword>: se esta unidade está reforçada, ganha <keyword=resilient>Resiliência</keyword>.
200043_fluff;Já foi um burgomestre orgulhoso do clã Tordarroch, agora é um louco murmurante.
200043_name;Harald Houndsnout
200043_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=spawn>faz surgir</keyword> {MaxTargets} dos Amigos de Harald e os <keyword=summon>invoca</keyword> na sua outra fileira aliada.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a um aliado.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200044_fluff;Eu sei que o imperador defende todas as terras dele... mas uma guarnição para defender essa pocilga acabada é como pôr um cinto de castidade em uma bruxa sepulcral.
200044_name;Divisão Magne
200044_tooltip;A cada turno, no fim do turno, reforça a si mesma em {Boost} se for a única carta nesta fileira.
200046_fluff;Na minha época, vi maravilhas que nenhum homem jamais sonhou e fiz coisas que nenhum homem deveria fazer.
200046_name;Tuirseach: Veterano
200046_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a si mesma.
200048_fluff;Comparo constantemente as conquistas das adeptas de Aretuza com o trabalho feito pelos rapazes de Ban Ard, e minha conclusão quase sempre favorece as garotas.
200048_name;Tutor de Ban Ard
200048_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost} por cada <keyword=charge>carga</keyword> que ele possui.
200049_fluff;Não vai abrir o jogo, hein? Acho que vamos ter que bater mais forte.
200049_name;Aríete
200049_tooltip;<keyword=deploy>Mobilização</keyword>: se você controla um Soldado, destrói um artefato inimigo.
200050_fluff;O Grande Sol aquecerá o Norte com seus raios, mesmo que eu tenha que massacrar todos vocês!
200050_name;Vreemde
200050_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um soldado aliado e todas as cópias dele em {Boost}.
200052_fluff;Alguns dizem que Golyat já foi um famoso cavaleiro. Infelizmente, um dia ele despertou a ira da Dama do Lago, que o transformou em um monstro.
200052_name;Golyat
200052_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: seu oponente <keyword=summon>invoca</keyword> a unidade de poder mais baixo do baralho dele na fileira oposta.
200053_fluff;A estatueta expandiu-se num instante, pulsante e latejante, mudando sua forma e estrutura como uma nuvem de fumaça rastejando sobre o chão. Raios de luz revelaram movimento e materiais que endureciam. Pouco depois, no centro do círculo mágico, uma forma humana apareceu subitamente.
200053_name;Artefato: Compressão
200053_tooltip;<keyword=lock>Bloqueia</keyword> uma unidade e a restaura para sua base de poder.
200055_fluff;Ninguém, nem os vampiros superiores, sabe exatamente a idade do Ancião Sonegado. Só sabem que não se deve jamais, sob nenhuma circunstância, desafiar a vontade dele.
200055_name;Ancião Sonegado
200055_tooltip;<keyword=order>Ordem</keyword>: ativa a habilidade de <keyword=deathwish>Desejo de Morte</keyword> de um aliado.\nNo começo da rodada, restaura essa habilidade.
200056_fluff;Já ouviu falar de um "anterion"? Pense nele como o oposto de um licantropo: uma fera que pode assumir a forma humana.
200056_name;Aguara: Forma Real
200056_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=create>cria</keyword> qualquer carta especial.
200058_fluff;Dei-lhe três pistas confirmadas, rastros frescos como orvalho, a ajuda dos meus espiões e da minha feiticeira. E, em vez de trazer minha filha, me trazes essa... monstruosidade?
200058_name;Maldição de Uma
200058_tooltip;<keyword=create>Cria</keyword> e usa uma unidade de ouro.
200062_fluff;Fique esperto agora, ou você vai sobrar para uma aguara!
200062_name;Aguara
200062_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=lock>bloqueia</keyword> uma unidade.\n<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: remove o <keyword=lock>bloqueio</keyword> de uma unidade.
