1_name_lt;Gelo pungente
162306_tooltip;<keyword=order>Ordine</keyword>, <keyword=ranged>Retrovie</keyword>: danneggia di {Damage} un'unità. \n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che giochi una carta Strategia.
162307_fluff;La brigata Impera non si arrende. Mai.
162307_name;Brigata Impera
162307_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=summon>richiama</keyword> una copia di questa unità dal tuo mazzo su questa fila.
162308_fluff;I membri della guardia del corpo dell'imperatore sono fanatici che lottano fino alla morte.
162308_name;Guardie Impera
162308_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico.\n<keyword=charge>Cariche</keyword>: {Charges}.\nAggiunge {Charges2} alle proprie <keyword=charge>Cariche</keyword> ogni volta che metti in gioco un'unità <keyword=spying>Spia</keyword>.
162309_fluff;L'imperatore darà una lezione al Nord.
162309_name;Sergente Nauzicaa
162309_tooltip;Ogni volta che viene messa in gioco un'unità con <keyword=deploy>Schieramento</keyword>, si potenzia di {Boost}.
162310_fluff;Ci chiamano Teste di Morte. Vuoi scoprire il perché?
162310_name;Brigata Nauzicaa
162310_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico potenziato.
162311_fluff;Giura fedeltà all'imperatore Emhyr var Emreis... oppure muori.
162311_name;Picchiere Alba
162311_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia un nemico di un valore pari al numero delle unità presenti sull'altra sua fila.
162312_fluff;Morte e gloria!
162312_name;Lanciere Alba
162312_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico. Aumenta di {Damage2} i danni per ogni Soldato adiacente.
162313_fluff;Vuoi una prova del progresso della civiltà? Pensa alla guerra. Gli uomini si uccidono in modi sempre più efficaci.
162313_name;Ingegnere bellico
162313_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di {Boost} se controlli un manufatto.
162314_fluff;Ma... è un'ingiustizia! Ambasciator non porta pena!
162314_name;Emissario
162314_tooltip;<keyword=spying>Spia</keyword>.\n<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato.
162315_fluff;Una spia? Non esageriamo. Mi considero più un fine osservatore.
162315_name;Diplomazia imperiale
162315_tooltip;<keyword=create>Crea</keyword> e metti in gioco un'unità Bronzo della fazione avversaria.
162316_fluff;Due once di calcium equum, un'oncia di rubedo...
162316_name;Alchimista
162316_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: scambia la forza di {MaxTargets} alleati.
162317_fluff;La sua specialità è lanciare cadaveri e sterco fumante.
162317_name;Manganella
162317_tooltip;Ogni volta che <keyword=reveal>sveli</keyword> una carta, danneggia di {Damage} un nemico casuale.
162318_fluff;Di nobili origini e nati nella città delle torri d'oro, sono la prestigiosa spina dorsale dell'esercito imperiale.
162318_name;Nilfgaard: cavaliere
162318_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un nemico. Se non ci sono unità nemiche, si distrugge.
162401_fluff;Pugni di pietra per fermare gli intrusi armati di spada. Logica ferrea per fermare quelli armati di menzogne.
162401_name;Il Guardiano
162401_tooltip;Nessuna abilità.
162402_fluff;È un grifone? È un uccello? No, è...
162402_name;Carcassa di mucca
162402_tooltip;<keyword=spying>Spia</keyword>. <keyword=doomed>Condannata</keyword>.\nDopo 1 turno, alla fine del turno, distrugge sé e l'unità alla sua sinistra.
163101_fluff;A Nilfgaard, le persone di cui ci si può fidare sono una specie a rischio.
163101_name;Tradimento
163101_tooltip;Costringe un'unità nemica a danneggiare le unità adiacenti di un valore pari alla sua forza.
163201_fluff;Molti credono che la vera forza dell'Impero risieda in un esercito ben disciplinato e maghi potenti. In realtà, a dominare il mondo è il fiorino nilfgaardiano.
163201_name;Corruzione
163201_tooltip;<keyword=create>Crea</keyword> un'unità proveniente dal mazzo di partenza dell'avversario, poi mettila in gioco.
2_name_lt;Nebbia impenetrabile
2_tooltip_lt;Per {Counter} turni, all'inizio del turno, danneggia di {Damage} l'unità più forte della fila.
200008_fluff;Un mago responsabile di decine di invenzioni rivoluzionarie. La mente più brillante della sua generazione. Sul Continente è noto come "il tizio con l'ampolla".
200008_name;Filtro di Petri
200008_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: potenzia di {Boost} un alleato e gli fornisce <keyword=zeal>Fervore</keyword>.
200018_fluff;Gli studiosi di Vicovaro hanno previsto che, in assenza di aiuti imperiali, le province colpite dalla siccità perderanno metà della popolazione, due terzi del bestiame e tutta la forza di ribellarsi.
200018_name;Canicola del Korath
200018_tooltip;<keyword=banish>Bandisce</keyword> un'unità o un manufatto.
200019_fluff;Siamo soltanto pedine in una partita giocata da uomini anziani, inviati a combattere e morire per i loro capricci senili...
200019_name;Marcia
200019_tooltip;Metti in gioco l'unità meno forte del tuo mazzo.
200020_fluff;Abbiamo i nostri modi per farti parlare... vivo o morto.
200020_name;Negromanzia
200020_tooltip;Metti in gioco un'unità Bronzo dal tuo cimitero e assegnale l'attributo <keyword=doomed>Condannata</keyword>.
200022_fluff;Esistono molte realtà all'infuori della nostra... Con le giuste conoscenze, è possibile contattarle ed evocare esseri che si spingono oltre la comprensione umana.
200022_name;Circolo d'evocazione
200022_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: mette in gioco un'unità dal tuo mazzo con un costo di reclutamento non superiore alle <keyword=charge>Cariche</keyword> di Circolo d'evocazione, poi perde tutte le <keyword=charge>Cariche</keyword>.\n<keyword=charge>Cariche</keyword>: {Charges2}.\nAll'inizio di ogni turno, aggiunge {Charges} alle proprie <keyword=charge>Cariche</keyword>.
200023_fluff;"In caso di contatto con gli occhi, risciacquare immediatamente con acqua fredda e fare testamento."
200023_name;Veleno di arachas
200023_tooltip;Danneggia di {Damage} un'unità. Se viene distrutta, danneggia di {Damage} le unità adiacenti a essa.
200026_fluff;Per secoli, Avallac'h ha cercato di ricreare il gene dei Sangue Ancestrale tramite selezione artificiale. Tuttavia, nonostante i suoi sforzi, i bambini elfici così ottenuti non erano altro che tiepide braci, se paragonati alla vivida fiamma di Lara.
200026_name;Caccia: navigatrice
200026_tooltip;<keyword=deploy>Schieramento</keyword>: se controlli l'unità più forte in campo, potenzia di {Boost2} un alleato, altrimenti lo potenzia di {Boost}.
200028_fluff;Sangue per Svalblod! Teschi per il suo trono!
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un nemico danneggiato.
200030_fluff;Il vecchio barone non avrebbe avuto pietà per i bracconieri. Per fortuna di Milaen, il vecchio barone era morto e i suoi uomini erano diventati dei fuorilegge.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: danneggia {MaxTargets} nemici di {Damage2}.
200031_fluff;Si limitava a stare seduto e a guardarmi senza dire una parola. Aveva certi occhi... un po' come quelli dei pesci. Senza sopracciglia, senza ciglia... Due piccoli globi acquosi, in ciascuno dei quali era sospeso un nocciolo nero. Mi fissava con quegli occhi e taceva. Mi ha spaventato più così che con le botte.
200031_name;Leo Bonhart
200031_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: distrugge un nemico con almeno {Power} di forza.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: distrugge un Witcher.
200032_fluff;Dopo la caduta di Cintra, fu la volta di Attre, lasciando ai suoi difensori una scelta: accettare il giogo nilfgaardiano o morire.
200032_name;Rainfarn di Attre
200032_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un nemico, poi si potenzia di {Boost}.
200033_fluff;Le adepte conducono una vita privilegiata ad Aretuza, dove possono soddisfare ogni loro capriccio. D'altro canto, mezza città si guadagna da vivere grazie alla loro presenza: sarte, commercianti, pasticcieri, fattorini…
200033_name;Adepta di Aretuza
200033_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>, <keyword=ranged>Retrovie</keyword>: aggiunge {Charges} alle <keyword=charge>Cariche</keyword> di un'unità alleata.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200036_fluff;Il bene superiore? La guerra è il bene superiore, il male superiore e l'invenzione superiore dell'uomo!
200036_name;Drummond: guerraiolo
200036_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>, <keyword=bloodthirst>Sete di sangue</keyword> {Bloodthirst}: distrugge un manufatto nemico.
200037_fluff;Non guardarlo nell'occhio. Lo detesta...
200037_name;Ciclope
200037_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un'unità alleata adiacente e danneggia un nemico di un valore pari alla forza dell'unità distrutta.
200038_fluff;La tradizione popolare vuole che le archeospore nascano dal suolo bagnato dal sangue dei morti. Per questo motivo, crescono in terreni consacrati da massacri, rituali oscuri o brutali omicidi.
200038_name;Archeospora
200038_tooltip;<keyword=thrive>Prosperità</keyword>.\n<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico casuale. \n<keyword=deathwish>Ultimo desiderio</keyword>: ripete l'abilità <keyword=deploy>Schieramento</keyword>.
200039_fluff;Finché avremo vita, nessun umano potrà calpestare i verdi pascoli di Dol Blathanna.
200039_name;Dol Blathanna: difesa
200039_tooltip;<keyword=melee>Prima fila</keyword>: ogni volta che un nemico viene cambiato di fila, lo danneggia di {Damage}.\n<keyword=ranged>Retrovie</keyword>: ogni volta che un alleato viene cambiato di fila, lo potenzia di {Boost}.
200040_fluff;Ah, mi fai proprio ridere, uomo del Nord! Guardatelo, il poppante non riesce neanche a impugnarlo, figuriamoci riuscire a sventrarmi.
200040_name;An Craite: spadone
200040_tooltip;Ogni volta che un nemico della fila opposta viene danneggiato, si potenzia di {Boost}.
200041_fluff;Non è l'ideale per conquistare una città, ma è perfetto per distruggerla.
200041_name;Grande Helge
200041_tooltip;<keyword=immune>Immune</keyword>.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico per ogni Soldato presente su questa fila.
200042_fluff;Andare a caccia sulle colline scoscese di Mahakam non è particolarmente facile... D'altro canto, il pericolo non hai mai spaventato i nani.
200042_name;Brigante di Mahakam
200042_tooltip;<keyword=deploy>Schieramento</keyword>: se questa unità è potenziata, ottiene <keyword=resilient>Resistenza</keyword>.
200043_fluff;Un tempo fiero jarl dei Tordarroch, ora non è altro che un povero pazzo.
200043_name;Facciadisegugio
200043_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=spawn>evoca</keyword> {MaxTargets} Amici di Harald e li <keyword=summon>richiama</keyword> sull'altra fila nella tua metà di campo.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} un alleato.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200044_fluff;Capisco che l'imperatore voglia difendere tutte le sue terre, ma... una guarnigione in questa landa devastata è come una cintura di castità indosso a una strega dei sepolcri.
200044_name;Divisione Magne
200044_tooltip;Alla fine di ogni turno, si potenzia di {Boost} se è l'unica carta di questa fila.
200046_fluff;Ai miei tempi ho visto meraviglie che chiunque altro poteva solo sognare, e fatto cose che nessun uomo dovrebbe mai fare.
200046_name;Tuirseach: veterano
200046_tooltip;<keyword=deploy>Schieramento</keyword>: si danneggia di {Damage}.
200048_fluff;Confronto spesso i risultati delle adepte di Aretuza con il lavoro svolto dagli studenti di Ban Ard. Conclusione: le giovani sono molto più in gamba.
200048_name;Tutore di Ban Ard
200048_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato per ognuna delle relative <keyword=charge>Cariche</keyword>.
200049_fluff;Non vogliono aprire, eh? Bene, busseremo più forte.
200049_name;Ariete
200049_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un manufatto nemico se controlli un Soldato.
200050_fluff;Il Grande Sole scalderà il Nord con i suoi raggi, a costo di dovervi incenerire tutti!
200050_name;Vreemde
200050_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un Soldato alleato e tutte le relative copie.
200052_fluff;Si narra che un tempo Golyat fosse un famoso cavaliere. Purtroppo per lui, un giorno suscitò l'ira della Signora del Lago, che lo tramutò in un mostro.
200052_name;Golyat
200052_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: l'avversario <keyword=summon>richiama</keyword> l'unità meno forte del suo mazzo sulla fila opposta.
200053_fluff;La statuetta si espanse in un lampo, pulsando e vibrando, mutando forma e consistenza come uno sbuffo di fumo strisciante. Fasci di luce rivelarono un movimento e l'indurimento dei materiali. Un attimo dopo, al centro del cerchio magico, comparve una figura umana.
200053_name;Compressione
200053_tooltip;<keyword=lock>Blocca</keyword> un'unità e la riporta alla sua forza base.
200055_fluff;Nessuno sa esattamente quanto sia antico l'Invisibile, neanche i vampiri superiori. Sanno solo che non devono mai osare opporsi al suo volere, per nessun motivo.
200055_name;L'Invisibile
200055_tooltip;<keyword=order>Ordine</keyword>: attiva l'abilità <keyword=deathwish>Ultimo desiderio</keyword> di un alleato.\nAll'inizio del round, ripristina questa abilità.
200056_fluff;Mai sentito parlare di un "anterion"? In pratica, è l'opposto di un licantropo: è una bestia che può assumere forma umana.
200056_name;Aguara: originale
200056_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=create>crea</keyword> una carta Speciale.
200058_fluff;Ti ho dato tre tracce da seguire, fresche come la rugiada. Ti ho offerto l'aiuto delle mie spie e della mia maga di corte. E al posto di mia figlia tu mi porti questa... mostruosità?
200058_name;Maledizione di Uma
200058_tooltip;<keyword=create>Crea</keyword> e metti in gioco un'unità Oro.
200062_fluff;Comportati bene, o l'aguara ti porta via!
200062_name;Aguara
200062_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=lock>blocca</keyword> un'unità.\n<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: rimuove il <keyword=lock>blocco</keyword> di un'unità.
200067_fluff;Quando la luna è piena, gli incubi strisciano fuori dagli oscuri anfratti del mondo.
200067_name;Chiaro di luna
200067_tooltip;postponed
200071_fluff;Il diplomatico è un uomo che usa più parole del dovuto per esprimere meno di quanto sappia.
200071_name;Shilard Fitz-Oesterlen
200071_tooltip;<keyword=deploy>Schieramento</keyword>: imposta a {Power} la forza dell'unità più forte in mano all'avversario.
200073_fluff;La striga? Tutto a posto. Certo, ogni tanto sbrana qualcuno, ma niente a cui non ci si possa abituare.
200073_name;Adda: Striga
200073_tooltip;<keyword=deploy>Schieramento</keyword>: se controlli l'unità più forte, danneggia di {Damage} un nemico.
200078_fluff;Immaginate un blocco d'argilla. Prima di dargli forma bisogna ammorbidirlo, altrimenti si rompe. La prova serve a questo: prepara il corpo al cambiamento, per così dire. Del resto è così che le sostanze mutagene creano i witcher.
