1_name_lt;Escarcha Polar
162302_fluff;Que los historiadores debatan si esparcir la peste en una ciudad asediada es ético o no. Nosotros solo sabemos una cosa: funciona.
162302_name;Lanzapestes
162302_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=spawn>genera</keyword> y juega una Vaca muerta.
162303_fluff;El Norte no nos puede sorprender con nada.
162303_name;Ojeador
162303_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=reveal>revela</keyword> una unidad al azar en el mazo del oponente y se potencia según su poder.
162304_fluff;Bueno, al menos no puedo matarte más...
162304_name;Remedio experimental
162304_tooltip;Juega una unidad de bronce desde el cementerio de tu oponente.
162305_fluff;Yo apunto a las rodillas. Siempre.
162305_name;Arbalestero Deithwen
162305_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo, luego <keyword=reveal>revela</keyword> una unidad al azar de ambos mazos. Si la tuya tiene más poder, repite la habilidad <keyword=deploy>Despliegue</keyword>.
162306_fluff;El nombre crea una terrible confusión, suena como si fuera un corpulento arácnido rojizo, nada que ver con el exquisito diseño de ingeniería de esta arma de destrucción masiva...
162306_name;Escorpión de fuego
162306_tooltip;<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage} de daño a una unidad. \n <keyword=charge>Carga</keyword>: {Charges}.\nGana {Charges2} <keyword=charge>carga</keyword> cada vez que juegas una carta Táctica.
162307_fluff;La Brigada Impera nunca se rinde. Jamás.
162307_name;Brigada Impera
162307_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=summon>invoca</keyword> una copia de esta unidad desde tu mazo a esta fila.
162308_fluff;Los miembros del cuerpo de fanáticos del Emperador luchan hasta el amargo final.
162308_name;Castigadores Impera
162308_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo. \n<keyword=charge>Carga</keyword>: {Charges}.\nObtiene {Charges2} <keyword=charge>carga</keyword> cada vez que juegues una unidad <keyword=spying>Espía</keyword>.
162309_fluff;El Emperador le enseñará disciplina al Norte.
162309_name;Sargento de Nausicaa
162309_tooltip;Cada vez que se juegue una unidad con <keyword=deploy>Despliegue</keyword>, otorga {Boost} de potencia a esta unidad.
162310_fluff;Nos dicen las Cabezas de la Muerte. ¿Te atreves a descubrir por qué?
162310_name;Brigada Nausicaa
162310_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo potenciado.
162311_fluff;Júrale lealtad a nuestro Emperador, Emhyr var Emreis... o morirás.
162311_name;Piquero de Alba
162311_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige daño al enemigo según la cantidad de otras unidades que haya en la otra fila.
162312_fluff;¡Muerte y gloria!
162312_name;Lancero de Alba
162312_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo. El daño aumenta a {Damage2} por cada soldado adyacente.
162313_fluff;¿Quieres una prueba irrefutable del avance de la civilización? La guerra. Después de cada guerra, los hombres matan mejor.
162313_name;Ingeniero de combate
162313_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a esta unidad si controlas un artefacto.
162314_fluff;Pero... ¡esto es un atropello a la justicia! ¡No se mata al mensajero!
162314_name;Emisario
162314_tooltip;<keyword=spying>Espía</keyword>.\n<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado.
162315_fluff;¿Un espía? No, eso es ir demasiado lejos. Más que un espía, yo me considero un observador.
162315_name;Diplomacia imperial
162315_tooltip;<keyword=create>Crea</keyword> y juega una unidad de bronce de la facción de tu oponente.
162316_fluff;Dos onzas de calcio equino, una onza de rubedo...
162316_name;Alquimista
162316_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: intercambia el poder de {MaxTargets} aliados.
162317_fluff;Este modelo se especializa en arrojar cadáveres y estiércol fétido.
162317_name;Mangonel
162317_tooltip;Siempre que <keyword=reveal>reveles</keyword> una carta, inflige {Damage} de daño a un enemigo al azar.
162318_fluff;Hijos de casas nobles, nacidos en la Ciudad de las Torres de Oro forman la espina dorsal de la élite del Ejército Imperial.
162318_name;Adalid nilfgaardiano
162318_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un enemigo. Si no hay una unidad enemiga, se destruye.
162401_fluff;Puños de piedra para detener a los intrusos armados con espadas. Lógica blindada para detener a aquellos armados con mentiras.
162401_name;El guardián
162401_tooltip;Sin habilidad.
162402_fluff;¿Es un pájaro? ¿Es un grifo? ¡No! Eso es…
162402_name;Vaca muerta
162402_tooltip;<keyword=spying>Espía</keyword>. <keyword=doomed>Condenado</keyword>.\nDespués de 1 turno, al final del mismo, esta unidad y la unidad a su izquierda.
163101_fluff;En Nilfgaard, las personas confiables son una especie en extinción.
163101_name;Traición
163101_tooltip;Obliga a una unidad enemiga a infligirles daño a las unidades adyacentes según su poder.
163201_fluff;Muchos creen que el poder del imperio descansa en las espaldas de su ejército disciplinado y sus magos diligentes. A decir verdad, el florín nilfgaardiano domina el mundo.
163201_name;Soborno
163201_tooltip;<keyword=create>Crea</keyword> una unidad del mazo inicial de tu oponente y la juega.
2_name_lt;Niebla Impenetrable
2_tooltip_lt;Cada {Counter} turnos, al inicio del turno, inflige {Damage} de daño a la unidad de mayor poder en esta fila.
200008_fluff;Un mago que creó docenas de ingeniosos inventos. La mente de una generación. Se le conoce en el continente como "ese sujeto del plato".
200008_name;Filtro de petri
200008_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: otorga {Boost} de potencia a un aliado y le da <keyword=zeal>Fervor</keyword>.
200018_fluff;Los eruditos de Vicovaro han determinado que, en caso de que no cuenten con ayuda imperial, las provincias azotadas por la sequía perderán la mitad de su población, dos tercios de sus reses y la voluntad de rebelarse.
200018_name;Ola de calor korathi
200018_tooltip;<keyword=banish>Destierra</keyword> una unidad o un artefacto.
200019_fluff;Somos simples peones en un juego de viejos, enviados a pelear y a morir por sus seniles caprichos…
200019_name;Órdenes de marcha
200019_tooltip;Juega la unidad con menor poder de tu mazo.
200020_fluff;Tenemos maneras de hacerte hablar... vivo o muerto.
200020_name;Nigromancia
200020_tooltip;Juega una unidad de bronce desde tu cementerio y le da <keyword=doomed>Condenado</keyword>.
200022_fluff;Existe una gran cantidad de realidades además de la nuestra... Con el conocimiento adecuado, uno puede ponerse en contacto con ellas para invocar seres que escapan a la concepción humana.
200022_name;Invocación
200022_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: juega una unidad de tu mazo cuyo costo de reclutamiento sea menor o igual a la <keyword=charge>carga</keyword> de Invocación, luego elimina todas las <keyword=charge>cargas</keyword> de la unidad.\n<keyword=charge>Carga</keyword>: {Charges2}.\nAl inicio de cada turno, obtienes {Charges} <keyword=charge>carga</keyword>.
200023_fluff;«Si la sustancia entra en contacto con los ojos, es recomendable enjuagar con abundante agua fría inmediatamente y comenzar a escribir un testamento».
200023_name;Veneno de arachas
200023_tooltip;Inflige {Damage} de daño a una unidad. Si fue destruida, inflige {Damage} de daño a las unidades adyacentes.
200026_fluff;Durante cientos de años, Avallac'h trató de recrear el gen de la Vieja Sangre mediante técnicas de reconstitución y retroreproducción. Sin embargo, los niños élficos que nacieron eran débiles chispas comparados con la llama de Lara.
200026_name;Cacería: Navegante
200026_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a una unidad aliada. Si controlas la unidad más fuerte, otorga {Boost2} de potencia.
200028_fluff;¡Sangre por Svalblod! ¡Calaveras por su trono!
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye un enemigo dañado.
200030_fluff;El antiguo barón no tenía piedad con los cazadores furtivos. Por suerte para Milaen, el antiguo barón estaba muerto y sus hombres eran fugitivos.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: inflige {Damage2} de daño a {MaxTargets} unidades.
200031_fluff;Se sentaba ahí, me clavaba la mirada y no decía ni una palabra. Los ojos eran... parecían ojos de pez o algo así. No tenía cejas, no tenía pestañas... Solo esas bolas de agua, con una piedra negra incrustada en cada uno. Me devoraba con esos ojos en un silencio absoluto. Eso me daba más miedo que las palizas.
200031_name;Leo Bonhart
200031_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: destruye a un enemigo con {Power} o más de poder.\n<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: destruye un brujo.
200032_fluff;Cuando Cintra cayó, le siguió Attre, y sus defensores solo tenían una alternativa: aceptar el yugo nilfgaardiano o morir.
200032_name;Rainfarn de Attre
200032_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un enemigo y luego otorga {Boost} de potencia a esta unidad.
200033_fluff;Las eruditas cumplen todos sus caprichos; en Aretuza, viven como princesas. Y, a su vez, la mitad de la ciudad se gana el pan trabajando para ellas: sastres, sombrereros, reposteros, los chicos del reparto...
200033_name;Erudita de Aretuza
200033_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Charges} <keyword=charge>carga</keyword> a una unidad aliada.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200036_fluff;¡¿Pensar en el bien común?! ¡La guerra es el bien común, el mal común, el maldito todo común más grande que jamás haya ideado el hombre!
200036_name;Instigador Drummond
200036_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>, <keyword=bloodthirst>sanguinario</keyword> {Bloodthirst}: destruye un artefacto enemigo.
200037_fluff;No mires directamente a su ojo, no le gusta...
200037_name;Cíclope
200037_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a una unidad aliada adyacente y daña a un enemigo según su poder.
200038_fluff;Cuenta el folclor que brotan de suelo regado con la sangre de los moribundos. Por tanto, florecen en las tierras consagradas por pogromos, rituales oscuros o asesinatos brutales.
200038_name;Arquespor
200038_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo al azar. \n<keyword=deathwish>Agonía</keyword>: repite la habilidad <keyword=deploy>Despliegue</keyword>.
200039_fluff;Mientras nosotros sigamos aquí, ningún pie humano pisará las praderas de Dol Blathanna.
200039_name;Dol Blathanna: Guarda
200039_tooltip;<keyword=melee>Melé</keyword>: cada vez que un enemigo se mueva a otra fila, le inflige {Damage} de daño.\n<keyword=ranged>A distancia</keyword>: cada vez que un aliado se mueva a otra fila, le otorga {Boost} de potencia.
200040_fluff;¡Ah, ja, ja! ¡Me has hecho reír, norteño! Si ni siquiera pudiste levantar a esta bebita, ¿cómo se te ocurrió soñar con destriparme con ella?
200040_name;Montante An Craite
200040_tooltip;Siempre que un enemigo en la fila opuesta recibe daño, otorga {Boost} de potencia a esta unidad.
200041_fluff;Quizá no sea lo mejor para conquistar ciudades, pero sí para reducirlas a cenizas.
200041_name;Helge la Fornida
200041_tooltip;<keyword=immune>Inmune</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño por cada soldado en esta fila.
200042_fluff;Cazar en lo escarpados acantilados de Mahakam no es muy fácil…, pero los enanos no se desaniman ante el peligro particularmente fácil.
200042_name;Merodeador Mahakam
200042_tooltip;<keyword=deploy>Despliegue</keyword>: si esta unidad ya está potenciada, obtiene <keyword=resilient>Resiliencia</keyword>.
200043_fluff;Otrora el orgulloso jarl del clan Tordarroch, ahora un demente balbuceante.
200043_name;Harald Hocicodeperro
200043_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=spawn>genera</keyword> {MaxTargets} Amigos de Harald y los <keyword=summon>invoca</keyword> en tu otra fila aliada. \n<keyword=order>Orden</keyword>: inflige {Damage} de daño a un aliado. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200044_fluff;Sé que el emperador defiende todas sus tierras... pero una guarnición en este erial asqueroso es como un cinturón de castidad en una bruja sepulcral.
200044_name;División Magne
200044_tooltip;Al final de cada turno, otorga {Boost} de potencia a esta unidad si es la única carta en la fila.
200046_fluff;En mi vida he visto maravillas que ningún hombre ha soñado jamás, y hecho cosas que ningún hombre debería.
200046_name;Veterano Tuirseach
200046_tooltip;<keyword=deploy>Despliegue</keyword>: recibe {Damage} de daño.
200048_fluff;Constantemente comparo los logros de los eruditas de Aretuza con el trabajo realizado por los muchachos en Ban Ard, y mi conclusión siempre favorece a las muchachas.
200048_name;Tutor de Ban Ard
200048_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado por cada una de sus <keyword=charge>cargas</keyword>.
200049_fluff;No abren, ¿eh? Supongo que tendremos que golpear más duro.
200049_name;Ariete
200049_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a un soldado, destruye un artefacto enemigo.
200050_fluff;¡El Gran sol calentará el norte con sus rayos, incluso si eso significa que debo matarlos a todos!
200050_name;Vreemde
200050_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un soldado aliado y a todas sus copias.
200052_fluff;Algunos dicen que Golyat fue un afamado caballero. Tristemente, un día conoció la ira de la Dama del Lago, quien lo convirtió en un monstruo.
200052_name;Golyat
200052_tooltip;<keyword=deathwish>Agonía</keyword>: tu oponente <keyword=summon>invoca</keyword> a la unidad con menor poder de su mazo en la fila opuesta.
200053_fluff;La estatuilla se expandió en un estallido, pulsando y palpitante, cambiando su forma y estructura como un soplo de humo que se arrastra por el suelo. Los rayos de luz revelaron movimiento y endurecimiento. Un momento después, en el centro del círculo mágico apareció de pronto una figura humana.
200053_name;Compresión
200053_tooltip;<keyword=lock>Bloquea</keyword> a una unidad y restablece su poder.
200055_fluff;Nadie, ni siquiera los vampiros superiores, saben la edad del Anciano Oculto. Lo único que saben es que jamás, bajo ninguna circunstancia, deberían desafiar su voluntad.
