1_name_lt;Froid mordant
162208_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=lock>verrouillez</keyword> une unité ennemie.\nSi Serrit est dans votre main, <keyword=lock>verrouillez</keyword> toutes les copies de cette unité dans la main de votre adversaire, dans son jeu ou de son côté du sur le champ de bataille.
162209_fluff;Nous faisons ce qui doit être fait. Je n'en ai pas honte.
162209_name;Serrit
162209_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. Si Auckes est dans votre main, infligez {Damage2} point(s) de dégâts à la place.
162210_fluff;Il faut sans cesse séduire les hommes. Le mystère et le raffinement y suffisent amplement.
162210_name;Cantarella
162210_tooltip;<keyword=spying>Espion</keyword>.\n<keyword=deploy>Déploiement</keyword> : jouez la première carte du jeu de votre adversaire.
162211_fluff;Qualifier de « maladroite » la manière dont le duc de Wett dirigea le groupe Verden serait un doux euphémisme.
162211_name;Joachim de Wett
162211_tooltip;<keyword=spying>Espion</keyword>.\n<keyword=deploy>Déploiement</keyword> : jouez la première unité (<keyword=spying>Espion</keyword> exclu) de votre jeu, puis améliorez-la de {Boost} point(s).
162212_fluff;« La voilà, pensa-t-il, celle qui représente l'intérêt de l'Empire. » Fausse princesse, fausse reine de Cintra. Fausse suzeraine de l'embouchure de la Yarra, future force vitale de l'Empire.
162212_name;Fausse Ciri
162212_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : déplacez un ennemi vers l'autre ligne.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : détruisez un artefact ennemi.
162213_fluff;« Votre Majesté impériale… laissa échapper le sénéchal, dont la présence était jusque-là passée inaperçue. Pardonnez-moi, mais Cahir… Mon fils… »
162213_name;Ceallach Dyffryn
162213_tooltip;<keyword=deploy>Déploiement</keyword> : retirez tous les attributs des unités présentes sur le champ de bataille.
162301_fluff;J'en ai appris des trucs à l'École militaire Braibant. À éplucher des patates, par exemple…
162301_name;Soldat daerlandais
162301_tooltip;Quand vous <keyword=reveal>révélez</keyword> la présente unité, <keyword=summon>invoquez</keyword>-la depuis votre jeu vers une ligne alliée aléatoire.
162302_fluff;Est-il éthique de propager la peste dans une ville assiégée ? Laissez les historiens en débattre. L'efficacité, c'est tout ce qui compte pour nous.
162302_name;Lanceur de carcasses
162302_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=spawn>générez</keyword> et jouez une Carcasse de vache.
162303_fluff;Le Nord n'a aucun moyen de nous surprendre.
162303_name;Guetteur
162303_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=reveal>révélez</keyword> une unité aléatoire depuis le jeu de votre adversaire et améliorez la présente unité d'un montant équivalant à sa force.
162304_fluff;Au moins, je ne risque pas de vous tuer davantage…
162304_name;Remède expérimental
162304_tooltip;Jouez une unité Bronze depuis le cimetière de l'ennemi.
162305_fluff;Dix florins que je lui en colle un dans le genou.
162305_name;Arbalète de Deithwen
162305_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi, puis <keyword=reveal>révélez</keyword> une unité aléatoire depuis chaque jeu. Si la vôtre dispose de la force la plus élevée, répétez la capacité de <keyword=deploy>déploiement</keyword>.
162306_fluff;Le nom est particulièrement trompeur. Il fait penser à un énorme arachnide rouge plutôt qu'à une arme de destruction massive, véritable merveille d'ingénierie…
162306_name;Scorpion incendiaire
162306_tooltip;<keyword=order>Ordre</keyword>, <keyword=ranged>Combat à distance</keyword> : infligez {Damage} point(s) de dégâts à une unité. \n{Charges} <keyword=charge>utilisation(s)</keyword>.\nLa présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword> quand vous jouez une carte Tactique.
162307_fluff;La brigade Impera se ferait tuer sur place, plutôt que de faillir aux ordres de l'empereur.
162307_name;Brigade Impera
162307_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=summon>invoquez</keyword> une copie de la présente unité sur cette ligne depuis votre jeu.
162308_fluff;Ces fanatiques forment la garde personnelle de l'empereur et ils se battront jusqu'à la mort.
162308_name;Impera : estafiers
162308_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n{Charges} <keyword=charge>utilisation(s)</keyword>.\nLa présente unité gagne {Charges2} <keyword=charge>utilisation(s)</keyword> quand vous jouez un <keyword=spying>Espion</keyword>.
162309_fluff;L'empereur va mettre le Nord au pas.
162309_name;Nausicaa : sergent
162309_tooltip;Chaque fois qu'une unité disposant d'une capacité de <keyword=deploy>déploiement</keyword> est jouée, améliorez la présente unité de {Boost} point(s).
162310_fluff;On nous appelle les Têtes de Cadavres. Envie de savoir pourquoi ?
162310_name;Brigade Nausicaa
162310_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité améliorée.
162311_fluff;Prêtez allégeance à notre empereur, Emhyr var Emreis… ou mourez.
162311_name;Alba : piquier
162311_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez à un ennemi un nombre de points de dégâts équivalant au nombre d'unités présentes sur son autre ligne.
162312_fluff;Mort et gloire !
162312_name;Alba : lancier
162312_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. Augmentez le nombre de points de dégâts de {Damage2} point(s) pour chaque Soldat adjacent.
162313_fluff;Tu veux la preuve irréfutable que la civilisation progresse ? À chaque guerre, les hommes se surpassent pour s'entretuer.
162313_name;Ingénieur militaire
162313_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s) si vous contrôlez un artefact.
162314_fluff;Mais… c'est injuste ! On ne tue pas le messager !
162314_name;Émissaire
162314_tooltip;<keyword=spying>Espion</keyword>.\n<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s).
162315_fluff;Un espion ? Non, c'est bien trop fort. Je me considère plutôt comme un observateur.
162315_name;Diplomatie impériale
162315_tooltip;<keyword=create>Créez</keyword> et jouez une unité Bronze de la faction de votre adversaire.
162316_fluff;Deux onces de calcium equum, une once de rubedo…
162316_name;Alchimiste
162316_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : échangez la force de {MaxTargets} alliés.
162317_fluff;Ce modèle est prévu pour propulser des cadavres et des excréments bien mous.
162317_name;Mangonneau
162317_tooltip;Chaque fois que vous <keyword=reveal>révélez</keyword> une carte, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
162318_fluff;Fils de maisons nobles nés dans la Ville aux tours d'or, ils forment l'élite de l'armée impériale.
162318_name;Nilfgaard : chevalier
162318_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez une unité ennemie de {Boost} point(s). S'il n'y a aucune unité ennemie, détruisez la présente unité.
162401_fluff;Des poings de pierre pour arrêter les intrus armés d'épées. Et une logique imparable pour arrêter ceux armés de mensonges.
162401_name;Golem de Dearhenna
162401_tooltip;Aucune capacité.
162402_fluff;C'est un oiseau ? C'est un griffon ? Non ! C'est une…
162402_name;Carcasse de vache
162402_tooltip;<keyword=spying>Espion</keyword>. <keyword=doomed>Condamnée</keyword>.\nAprès 1 tour, à la fin du tour, détruisez la présente unité et celle située à sa gauche.
163101_fluff;Au Nilfgaard, les personnes pleines de confiance sont une espèce en voie de disparition.
163101_name;Trahison
163101_tooltip;Forcez une unité ennemie à infliger aux unités adjacentes des dégâts équivalant à sa propre force.
163201_fluff;Beaucoup pensent que la puissance de l'Empire repose sur les épaules de son armée disciplinée et de ses mages dévoués. En vérité, c'est le florin nilfgaardien qui dirige le monde.
163201_name;Pot-de-vin
163201_tooltip;<keyword=create>Créez</keyword> une unité depuis le jeu de départ de votre adversaire, puis jouez-la.
2_name_lt;Brume impénétrable
2_tooltip_lt;Tous les {Counter} tours, au début du tour, infligez {Damage} point(s) de dégâts à l'unité la plus forte sur cette ligne.
200008_fluff;Un mage brillant à l'origine de dizaines d'inventions. Le génie d'une génération. Sur le continent, on l'appelle plus volontiers « le type à la soucoupe ».
200008_name;Philtre de Petri
200008_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s) et donnez-lui l'attribut <keyword=zeal>Zèle</keyword>.
200018_fluff;Les érudits de Vicovaro ont déterminé que, sans aide impériale, les provinces frappées par la sécheresse perdent la moitié de leur population, deux tiers de leur bétail et toute volonté de se révolter.
200018_name;Fournaise de Korath
200018_tooltip;<keyword=banish>Bannissez</keyword> une unité ou un artefact.
200019_fluff;Nous ne sommes que les pions d'un jeu où des vieillards nous envoient combattre et mourir au gré de leurs lubies séniles…
200019_name;Ordres de marche
200019_tooltip;Jouez l'unité de votre jeu disposant de la force la plus faible.
200020_fluff;Nous avons les moyens de vous faire parler… vivant ou mort.
200020_name;Nécromancie
200020_tooltip;Jouez une unité Bronze depuis votre cimetière et donnez-lui l'attribut <keyword=doomed>Condamnée</keyword>.
200022_fluff;Il existe un grand nombre de réalités en dehors de la nôtre… Avec les bonnes connaissances, il est possible de les contacter et d'invoquer des êtres dépassant la compréhension humaine.
200022_name;Cercle d'invocation
200022_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : jouez une unité depuis votre jeu dont le coût de recrutement est inférieur ou égal au nombre d'<keyword=charge>utilisations</keyword> du Cercle d'invocation, puis retirez toutes les <keyword=charge>utilisations</keyword>.\n{Charges2} <keyword=charge>utilisation(s)</keyword>.\nAu début de chaque tour, gagnez {Charges} <keyword=charge>utilisation(s)</keyword>.
200023_fluff;« En cas de contact de la substance avec les yeux, rincez immédiatement à l'eau froide, puis commencez à rédiger vos dernières volontés. »
200023_name;Venin d'arachas
200023_tooltip;Infligez {Damage} point(s) de dégâts à une unité. Si celle-ci est détruite, infligez {Damage} point(s) de dégâts aux unités adjacentes.
200026_fluff;Pendant des centaines d'années, Avallac'h a tenté de recréer le gène du Sang ancien grâce à la reproduction sélective, mais les enfants elfes ainsi obtenus n'étaient que de pâles copies de Lara.
200026_name;Chasse : navigatrice
200026_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez une unité alliée de {Boost} point(s). Si vous contrôlez l'unité disposant de la force la plus élevée, améliorez l'allié de {Boost2} point(s) à la place.
200028_fluff;Du sang pour Svalblod ! Des crânes pour son trône !
200028_name;Vabjorn
200028_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez un ennemi endommagé.
200030_fluff;Le vieux baron était impitoyable avec les braconniers. Heureusement pour Milaen, il n'était plus de ce monde et ses hommes étaient des hors-la-loi aux abois.
200030_name;Milaen
200030_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : infligez {Damage2} point(s) de dégâts à {MaxTargets} ennemis.
200031_fluff;Il s'assit et me regarda sans un mot. Il avait des yeux comme… comme ceux d'un poisson. Sans cils, sans sourcils… Des sortes de globes vitreux, avec, perdu au centre, un noyau noir. Ses yeux plantés sur moi, il ne disait rien. Cette attitude me troublait davantage que s'il m'avait battue.
200031_name;Léo Bonhart
200031_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : détruisez un ennemi disposant d'une force égale ou supérieure à {Power}.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : détruisez un Sorceleur.
200032_fluff;Quand Cintra est tombé, Attre a connu le même sort et ses défenseurs se sont retrouvés face à un choix : accepter le joug du Nilfgaard ou périr.
200032_name;Rainfarn d'Attre
200032_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un ennemi de {Boost} point(s), puis améliorez la présente unité de {Boost} point(s).
200033_fluff;Les adeptes vivent comme des reines à Aretuza. Aucune fantaisie ne leur est refusée. La moitié de la ville gagne sa vie à leur service : couturières, chapeliers, confiseurs, coursiers…
200033_name;Adepte d'Aretuza
200033_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword>, <keyword=ranged>Combat à distance</keyword> : donnez {Charges} <keyword=charge>utilisation(s)</keyword> à une unité alliée.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
200036_fluff;Penser à l'intérêt général ?! La guerre est l'intérêt général, c'est ce que l'homme a inventé de mieux !
200036_name;Drummond : belliciste
200036_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword>, <keyword=bloodthirst>Soif de sang</keyword> {Bloodthirst} : détruisez un artefact ennemi.
200037_fluff;Ne fixez pas son œil, il déteste ça…
200037_name;Cyclope
200037_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez une unité alliée adjacente et infligez à un ennemi un nombre de points de dégâts équivalant à sa force.
